Locus	Namespace	GO-ID	GO-term	pubMedId	EvidenceCode
NCU08674.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08677.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08678.7	biological_process	GO:0042254	ribosome biogenesis	None	ISS: Inferred from Sequence or Structural Similarity
NCU08678.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08678.7	cellular_component	GO:0005840	ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	biological_process	GO:0007015	actin filament organization	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	biological_process	GO:0007017	microtubule-based process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	biological_process	GO:0007047	cellular cell wall organization	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	biological_process	GO:0007163	establishment or maintenance of cell polarity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	biological_process	GO:0007264	small GTPase mediated signal transduction	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	biological_process	GO:0030010	establishment of cell polarity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	biological_process	GO:0030448	hyphal growth	22703449	IMP: Inferred from Mutant Phenotype
NCU08683.7	biological_process	GO:0031505	fungal-type cell wall organization	22703449	IMP: Inferred from Mutant Phenotype
NCU08683.7	biological_process	GO:0043405	regulation of MAP kinase activity	22703449	IMP: Inferred from Mutant Phenotype
NCU08683.7	biological_process	GO:0048315	conidium formation	22703449	IMP: Inferred from Mutant Phenotype
NCU08683.7	cellular_component	GO:0005622	intracellular	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	cellular_component	GO:0005886	plasma membrane	22703449	IDA: Inferred from Direct Assay
NCU08683.7	molecular_function	GO:0003924	GTPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08683.7	molecular_function	GO:0004871	signal transducer activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08685.7	biological_process	GO:0006164	purine nucleotide biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08685.7	biological_process	GO:0006189	'de novo' IMP biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08685.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08685.7	molecular_function	GO:0004642	phosphoribosylformylglycinamidine synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	biological_process	GO:0006457	protein folding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	biological_process	GO:0009268	response to pH	19071122	IEP: Inferred from Expression Pattern
NCU08693.7	biological_process	GO:0030150	protein import into mitochondrial matrix	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	biological_process	GO:0042026	protein refolding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	cellular_component	GO:0001405	presequence translocase-associated import motor	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
NCU08693.7	cellular_component	GO:0005743	mitochondrial inner membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
NCU08693.7	cellular_component	GO:0042645	mitochondrial nucleoid	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	molecular_function	GO:0008565	protein transporter activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08693.7	molecular_function	GO:0030234	enzyme regulator activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08699.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08726.7	biological_process	GO:0048315	conidium formation	15126394	TAS: Traceable Author Statement
NCU08726.7	molecular_function	GO:0030528	transcription regulator activity	15773996	IDA: Inferred from Direct Assay
NCU08728.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08728.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08728.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU08728.7	cellular_component	GO:0005763	mitochondrial small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08728.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08730.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	9393441	IMP: Inferred from Mutant Phenotype
NCU08730.7	biological_process	GO:0006281	DNA repair	9393441	IMP: Inferred from Mutant Phenotype
NCU08730.7	biological_process	GO:0007126	meiosis	9393441	IMP: Inferred from Mutant Phenotype
NCU08730.7	biological_process	GO:0009411	response to UV	9393441	IEP: Inferred from Expression Pattern
NCU08733.7	molecular_function	GO:0042054	histone methyltransferase activity	16087750	ISS: Inferred from Sequence or Structural Similarity
NCU08741.7	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
NCU08741.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	20601042	IMP: Inferred from Mutant Phenotype
NCU08741.7	biological_process	GO:0007033	vacuole organization	20601042	IMP: Inferred from Mutant Phenotype
NCU08741.7	biological_process	GO:0007088	regulation of mitosis	20601042	IMP: Inferred from Mutant Phenotype
NCU08741.7	biological_process	GO:0030437	ascospore formation	20601042	IMP: Inferred from Mutant Phenotype
NCU08741.7	biological_process	GO:0030448	hyphal growth	20601042	IMP: Inferred from Mutant Phenotype
NCU08741.7	biological_process	GO:0048315	conidium formation	20601042	IMP: Inferred from Mutant Phenotype
NCU08741.7	biological_process	GO:0060631	regulation of meiosis I	20601042	IMP: Inferred from Mutant Phenotype
NCU08742.7	biological_process	GO:0006289	nucleotide-excision repair	18379129	IMP: Inferred from Mutant Phenotype
NCU08742.7	biological_process	GO:0009411	response to UV	18379129	IMP: Inferred from Mutant Phenotype
NCU08743.7	biological_process	GO:0006817	phosphate transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU08743.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08743.7	cellular_component	GO:0016020	membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08755.7	cellular_component	GO:0009277	fungal-type cell wall	19555771	IEP: Inferred from Expression Pattern
NCU08755.7	molecular_function	GO:0008422	beta-glucosidase activity	20677177	IDA: Inferred from Direct Assay
NCU08760.7	biological_process	GO:0030245	cellulose catabolic process	22188218	IDA: Inferred from Direct Assay
NCU08760.7	molecular_function	GO:0004497	monooxygenase activity	22188218	IDA: Inferred from Direct Assay
NCU08760.7	molecular_function	GO:0005507	copper ion binding	22004347	IDA: Inferred from Direct Assay
NCU08762.7	biological_process	GO:0006696	ergosterol biosynthetic process	10411271	IMP: Inferred from Mutant Phenotype
NCU08769.7	biological_process	GO:0009416	response to light stimulus	12180913	IEP: Inferred from Expression Pattern
NCU08769.7	biological_process	GO:0009906	response to photoperiod, blue light	8367490	IEP: Inferred from Expression Pattern
NCU08791.7	biological_process	GO:0006970	response to osmotic stress	17895581	IEP: Inferred from Expression Pattern
NCU08791.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08791.7	biological_process	GO:0009847	spore germination	17077971	IMP: Inferred from Mutant Phenotype
NCU08791.7	biological_process	GO:0030448	hyphal growth	21354536	IMP: Inferred from Mutant Phenotype
NCU08791.7	biological_process	GO:0042542	response to hydrogen peroxide	17077971	IMP: Inferred from Mutant Phenotype
NCU08791.7	biological_process	GO:0071470	cellular response to osmotic stress	22240319	IEP: Inferred from Expression Pattern
NCU08791.7	molecular_function	GO:0004096	catalase activity	11728803	IDA: Inferred from Direct Assay
NCU08791.7	molecular_function	GO:0004096	catalase activity	17077971	IMP: Inferred from Mutant Phenotype
NCU08807.7	biological_process	GO:0009750	response to fructose stimulus	17625933	IMP: Inferred from Mutant Phenotype
NCU08807.7	biological_process	GO:0010382	cellular cell wall macromolecule metabolic process	17625933	IMP: Inferred from Mutant Phenotype
NCU08807.7	biological_process	GO:0030448	hyphal growth	17625933	IMP: Inferred from Mutant Phenotype
NCU08807.7	biological_process	GO:0040009	regulation of growth rate	17625933	IMP: Inferred from Mutant Phenotype
NCU08807.7	biological_process	GO:0045013	carbon catabolite repression of transcription	21980519	IMP: Inferred from Mutant Phenotype
NCU08807.7	biological_process	GO:0050708	regulation of protein secretion	21980519	IMP: Inferred from Mutant Phenotype
NCU08807.7	cellular_component	GO:0005634	nucleus	21980519	IDA: Inferred from Direct Assay
NCU08807.7	molecular_function	GO:0043565	sequence-specific DNA binding	10361038	IDA: Inferred from Direct Assay
NCU08823.7	biological_process	GO:0006801	superoxide metabolic process	17575051	IMP: Inferred from Mutant Phenotype
NCU08823.7	biological_process	GO:0006995	cellular response to nitrogen starvation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08823.7	biological_process	GO:0007623	circadian rhythm	17575051	IMP: Inferred from Mutant Phenotype
NCU08823.7	biological_process	GO:0009272	fungal-type cell wall biogenesis	None	ISS: Inferred from Sequence or Structural Similarity
NCU08823.7	biological_process	GO:0032922	circadian regulation of gene expression	17575051	IMP: Inferred from Mutant Phenotype
NCU08823.7	biological_process	GO:0043161	proteasomal ubiquitin-dependent protein catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08823.7	biological_process	GO:2000377	regulation of reactive oxygen species metabolic process	22164247	IMP: Inferred from Mutant Phenotype
NCU08823.7	molecular_function	GO:0003924	GTPase activity	17575051	IDA: Inferred from Direct Assay
NCU08824.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08825.7	biological_process	GO:0016226	iron-sulfur cluster assembly	None	ISS: Inferred from Sequence or Structural Similarity
NCU08825.7	cellular_component	GO:0005625	soluble fraction	None	ISS: Inferred from Sequence or Structural Similarity
NCU08825.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08825.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08825.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08825.7	molecular_function	GO:0005506	iron ion binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08825.7	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08825.7	molecular_function	GO:0051539	4 iron, 4 sulfur cluster binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08828.7	biological_process	GO:0006635	fatty acid beta-oxidation	1830048	TAS: Traceable Author Statement
NCU08828.7	biological_process	GO:0042149	cellular response to glucose starvation	15531214	IEP: Inferred from Expression Pattern
NCU08828.7	cellular_component	GO:0005777	peroxisome	1830048	TAS: Traceable Author Statement
NCU08828.7	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
NCU08828.7	molecular_function	GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	1830048	IDA: Inferred from Direct Assay
NCU08828.7	molecular_function	GO:0004300	enoyl-CoA hydratase activity	1830048	IDA: Inferred from Direct Assay
NCU08828.7	molecular_function	GO:0008692	3-hydroxybutyryl-CoA epimerase activity	1830048	IDA: Inferred from Direct Assay
NCU08850.7	biological_process	GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	9806416	IMP: Inferred from Mutant Phenotype
NCU08850.7	biological_process	GO:0006289	nucleotide-excision repair	9560435	IMP: Inferred from Mutant Phenotype
NCU08850.7	biological_process	GO:0009411	response to UV	18379129	IMP: Inferred from Mutant Phenotype
NCU08850.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08850.7	molecular_function	GO:0004519	endonuclease activity	7774597	IC: Inferred by Curator
NCU08861.7	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
NCU08861.7	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
NCU08861.7	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	IPI: Inferred from Physical Interaction
NCU08861.7	molecular_function	GO:0003735	structural constituent of ribosome	16451194	IPI: Inferred from Physical Interaction
NCU08877.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU08893.7	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
NCU08893.7	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
NCU08893.7	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	IPI: Inferred from Physical Interaction
