Locus	Symbol	FunCatId	FunCatName
NCU05098	chol-12	01.06	lipid, fatty acid and isoprenoid metabolism
NCU05098	chol-12	70.08	Golgi
NCU16336	None	01.20.05	metabolism of acetic acid derivatives
NCU09090	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU07843	None	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU07843	None	11.02.03.04.03	transcription repression
NCU03341	sec6	20.09.16	cellular export and secretion
NCU08423	bdp-3	11.02.03.04	transcriptional control
NCU08423	bdp-3	43.01.03.09	development of asco- basidio- or zygospore
NCU08423	bdp-3	70.10	nucleus
NCU06447	None	14.04	protein targeting, sorting and translocation
NCU06447	None	42.08	Golgi
NCU06447	None	70.08	Golgi
NCU01370	None	10.01.03	DNA synthesis and replication
NCU01370	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU01370	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU06538	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU05115	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU05115	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU06431	crp-27	12.01.01	ribosomal proteins
NCU06431	crp-27	70.03	cytoplasm
NCU03076	None	01.01.03.02.01	biosynthesis of glutamate
NCU08774	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU03395	vma-6	20.03.22	transport ATPases
NCU03395	vma-6	20.09.13	vacuolar/lysosomal transport
NCU03395	vma-6	70.25	vacuole or lysosome
NCU01199	None	14.04	protein targeting, sorting and translocation
NCU01199	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU01199	None	70.08	Golgi
NCU09896	None	01.02	nitrogen, sulfur and selenium metabolism
NCU09896	None	70.03	cytoplasm
NCU06108	None	11.02.03.04	transcriptional control
NCU06108	None	70.10	nucleus
NCU09610	sey1	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00346	None	16.13	C-compound binding
NCU00346	None	70.07	endoplasmic reticulum
NCU03282	nic-2	01.01.09.06.02	degradation of tryptophan
NCU03282	nic-2	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU03464	None	11.02.03.01	general transcription activities
NCU06205	rco-1	11.02.03.04.03	transcription repression
NCU06205	rco-1	41.01	fungal/microorganismic development
NCU06205	rco-1	43.01.03	fungal and other eukaryotic cell type differentiation
NCU06205	rco-1	70.10	nucleus
NCU00925	None	11.02.01	rRNA synthesis
NCU00925	None	11.04.01	rRNA processing
NCU09378	rpo-20	11.02.03.01	general transcription activities
NCU09378	rpo-20	70.10	nucleus
NCU07740	None	20.01.27	drug/toxin transport
NCU07740	None	20.09.16	cellular export and secretion
NCU07740	None	32.07.05	detoxification by export
NCU17062	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU10809	None	11.02.03.04	transcriptional control
NCU04010	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU08503	dph-1	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07032	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02139	None	16.17.01	calcium binding
NCU02139	None	20.09.16	cellular export and secretion
NCU02139	None	20.09.18.09.01	endocytosis
NCU02139	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU02139	None	70.03	cytoplasm
NCU01752	ncw-2	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02802	arg-13	01.01	amino acid metabolism
NCU02802	arg-13	20.01.07	amino acid/amino acid derivatives transport
NCU02802	arg-13	20.09.04	mitochondrial transport
NCU02802	arg-13	70.16	mitochondrion
NCU02922	None	01.05	C-compound and carbohydrate metabolism
NCU04171	mrp-21	12.01	ribosome biogenesis
NCU04171	mrp-21	70.16	mitochondrion
NCU07176	amt	01.20	secondary metabolism
NCU03010	lys-3	01.01	amino acid metabolism
NCU03010	lys-3	70.03	cytoplasm
NCU07958	None	01.06.05	fatty acid metabolism
NCU07958	None	70.19	peroxisome
NCU06533	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00145	hH3v	42.10.03	organization of chromosome structure
NCU00145	hH3v	70.10.03	chromosome
NCU06531	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU06531	None	70.02	eukaryotic plasma membrane / membrane attached
NCU05582	None	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU03263	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU01636	None	32.07	detoxification
NCU04725	ce9-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU09602	hsp70-1	32.01	stress response
NCU07757	None	11.02.03.04	transcriptional control
NCU07757	None	70.10	nucleus
NCU01457	None	14.13	protein/peptide degradation
NCU08625	None	01.05	C-compound and carbohydrate metabolism
NCU01157	gcl-1	01.20.37.01	metabolism of thioredoxin, glutaredoxin, glutathion
NCU06727	spe-3	01.20.17.03	metabolism of amines
NCU06868	None	20.09.07.03	ER to Golgi transport
NCU07720	None	20.01.27	drug/toxin transport
NCU07720	None	32.07.05	detoxification by export
NCU06171	None	16.01	protein binding
NCU06171	None	20.09.18.09.01	endocytosis
NCU06171	None	42.04.03	actin cytoskeleton
NCU04541	None	14.04	protein targeting, sorting and translocation
NCU04327	drl-1	10.01.03	DNA synthesis and replication
NCU04327	drl-1	70.03	cytoplasm
NCU04327	drl-1	70.10	nucleus
NCU06193	mmm-1	42.16	mitochondrion
NCU06193	mmm-1	70.16	mitochondrion
NCU04475	None	01.06.02.01	phospholipid metabolism
NCU02273	pep4	14.13.04	lysosomal and vacuolar protein degradation
NCU02273	pep4	70.25	vacuole or lysosome
NCU00522	None	01.01.06.05	metabolism of methionine
NCU04612	ste7	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU04612	ste7	30.01.05.01.03	MAPKKK cascade
NCU04612	ste7	43.01.03.05	budding, cell polarity and filament formation
NCU08164	None	01.05	C-compound and carbohydrate metabolism
NCU09534	None	32.01.01	oxidative stress response
NCU09534	None	32.07.07	oxygen and radical detoxification
NCU05802	msp-31	10.01	DNA processing
NCU05802	msp-31	11.04.01	rRNA processing
NCU05802	msp-31	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)
NCU05802	msp-31	70.10	nucleus
NCU06382	None	20.01.13	lipid/fatty acid transport
NCU06382	None	20.03.25	ABC transporters
NCU03257	tam-1	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU03257	tam-1	20.09.18	cellular import
NCU03257	tam-1	34.01.01	homeostasis of cations
NCU01177	None	01.01	amino acid metabolism
NCU07717	None	16.03.01	DNA binding
NCU09197	None	11.02.03.04	transcriptional control
NCU06593	prk-5	10.03.01	mitotic cell cycle and cell cycle control
NCU06593	prk-5	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU06593	prk-5	40.01	cell growth / morphogenesis
NCU06593	prk-5	43.01.03.05	budding, cell polarity and filament formation
NCU07360	None	14.01	protein folding and stabilization
NCU03190	None	10.03.02	meiosis
NCU03190	None	10.03.04.05	chromosome segregation/division
NCU03190	None	70.10	nucleus
NCU02968	None	11.02.03.04	transcriptional control
NCU07893	None	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU07893	None	11.02.03.04	transcriptional control
NCU07893	None	42.10.03	organization of chromosome structure
NCU04363	None	11.02.03.01	general transcription activities
NCU00754	None	20.01.27	drug/toxin transport
NCU00754	None	20.03.02.03.01	proton driven antiporter
NCU00754	None	32.07.05	detoxification by export
NCU09909	None	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU09909	None	34.01.01	homeostasis of cations
NCU09909	None	70.02	eukaryotic plasma membrane / membrane attached
NCU08344	crp-62	12.01.01	ribosomal proteins
NCU08344	crp-62	70.03	cytoplasm
NCU07734	None	10.03.01	mitotic cell cycle and cell cycle control
NCU07734	None	20.09.07.03	ER to Golgi transport
NCU07734	None	42.04.03	actin cytoskeleton
NCU06786	mrp-37	12.01	ribosome biogenesis
NCU04092	None	01.02	nitrogen, sulfur and selenium metabolism
NCU03406	None	10.03.02	meiosis
NCU03406	None	11.02.03.04	transcriptional control
NCU03406	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU03406	None	43.01.03.09	development of asco- basidio- or zygospore
NCU03406	None	70.10	nucleus
NCU02294	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU04603	None	70.01	cell wall
NCU03877	None	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU03877	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU03877	None	70.03	cytoplasm
NCU03755	None	01.02	nitrogen, sulfur and selenium metabolism
NCU08660	None	11.04.02	tRNA processing
NCU04225	mrp-29	12.01	ribosome biogenesis
NCU04225	mrp-29	70.16	mitochondrion
NCU03853	nup-17	14.01	protein folding and stabilization
NCU02814	prd-4	10.03.01.03	cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)
NCU02814	prd-4	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU02814	prd-4	30.01	cellular signalling
NCU02814	prd-4	70.10	nucleus
NCU04768	None	20.01.15	electron transport
NCU04768	None	20.03	transport facilities
NCU16375	None	10.03.01.01	mitotic cell cycle
NCU09345	nmt-1	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU09652	gh43-5	01.05.03	polysaccharide metabolism
NCU02430	met-7	01.01.06.04.01	biosynthesis of threonine
NCU02430	met-7	01.01.06.04.02	degradation of threonine
NCU02430	met-7	01.01.06.05.02	degradation of methionine
NCU02430	met-7	01.01.09.01.02	degradation of glycine
NCU02430	met-7	01.01.09.02.01	biosynthesis of serine
NCU02430	met-7	01.01.09.02.02	degradation of serine
NCU02430	met-7	01.02	nitrogen, sulfur and selenium metabolism
NCU05735	None	20.01.27	drug/toxin transport
NCU05735	None	32.05.01.03	chemical agent resistance
NCU05735	None	32.07.05	detoxification by export
NCU05735	None	70.02	eukaryotic plasma membrane / membrane attached
NCU07556	crf8-1	11.02.03.04	transcriptional control
NCU07556	crf8-1	16.01	protein binding
NCU07556	crf8-1	16.19.03	ATP binding
NCU07094	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU07094	None	32.07	detoxification
NCU03065	None	10.03.01	mitotic cell cycle and cell cycle control
NCU06776	None	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU06776	None	70.10	nucleus
NCU01083	spe-2	01.01.05.01.01	biosynthesis of polyamines
NCU01083	spe-2	01.20.23	metabolism of secondary products derived from L-methionine
NCU04098	None	14.07	protein modification
NCU04098	None	32.01	stress response
NCU04098	None	70.16	mitochondrion
NCU00600	rho-3	16.19.05	GTP binding
NCU00600	rho-3	20.09.16	cellular export and secretion
NCU00600	rho-3	30.01.05.05	G-protein mediated signal transduction
NCU00600	rho-3	43.01.03.05	budding, cell polarity and filament formation
NCU03479	paa-5	11.02.03	mRNA synthesis
NCU03479	paa-5	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)
NCU03479	paa-5	70.10	nucleus
NCU02235	gh47-6	01.05	C-compound and carbohydrate metabolism
NCU02235	gh47-6	14.07	protein modification
NCU04303	asn-1	01.01	amino acid metabolism
NCU08329	mrp-43	12.01.01	ribosomal proteins
NCU08329	mrp-43	70.16	mitochondrion
NCU01107	None	01.05	C-compound and carbohydrate metabolism
NCU01107	None	42.16	mitochondrion
NCU11252	None	10.03.01	mitotic cell cycle and cell cycle control
NCU04834	phy-1	30.05	transmembrane signal transduction
NCU04834	phy-1	34.11	cellular sensing and response to external stimulus
NCU01297	None	11.02.03.04	transcriptional control
NCU02076	eif4E	12.04.01	translation initiation
NCU02076	eif4E	70.03	cytoplasm
NCU06542	mrp-12	12.01.01	ribosomal proteins
NCU02549	pep	14.07.11	protein processing (proteolytic)
NCU02549	pep	70.16	mitochondrion
NCU07853	None	01.03.01.01	purine nucleotide /nucleoside/nucleobase catabolism
NCU00765	aap-2	20.01.07	amino acid/amino acid derivatives transport
NCU00765	aap-2	20.03	transport facilities
NCU07435	None	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU07435	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU09484	apr-12	14.13	protein/peptide degradation
NCU06722	trp-5	12.10	aminoacyl-tRNA-synthetases
NCU06783	None	01.06.05	fatty acid metabolism
NCU10762	alg-7	01.05.09.04	aminosaccharide anabolism
NCU03759	None	12.10	aminoacyl-tRNA-synthetases
NCU03759	None	70.16	mitochondrion
NCU00310	None	11.02.02	tRNA synthesis
NCU16890	None	11.02.01	rRNA synthesis
NCU04737	nst-1	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU04737	nst-1	11.02.03.04	transcriptional control
NCU04737	nst-1	14.07.04	modification by acetylation, deacetylation
NCU04737	nst-1	70.10	nucleus
NCU05731	trx	20.01.15	electron transport
NCU02052	None	11.02.03.01	general transcription activities
NCU02052	None	11.02.03.04	transcriptional control
NCU02052	None	70.10	nucleus
NCU04830	None	11.02.03.04	transcriptional control
NCU04830	None	16.03.01	DNA binding
NCU04830	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU00308	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU06353	None	01.07	metabolism of vitamins, cofactors, and prosthetic groups
NCU08726	fl	11.02.03.04.01	transcription activation
NCU08726	fl	41.01.03.01	fruit body development (sexually or asexually derived spores)
NCU08726	fl	43.01.03	fungal and other eukaryotic cell type differentiation
NCU08726	fl	43.01.03.09	development of asco- basidio- or zygospore
NCU08050	None	01.20	secondary metabolism
NCU04790	erf2	12.04.03	translation termination
NCU02640	rrn-1	70.10.07	nucleolus
NCU02640	rrn-1	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07002	None	11.02.03	mRNA synthesis
NCU07002	None	12.07	translational control
NCU08841	None	18.02.01	enzymatic activity regulation / enzyme regulator
NCU07495	None	01.04.04	regulation of phosphate metabolism
NCU07495	None	18.02.01.02.05	kinase inhibitior
NCU07495	None	32.01.05	heat shock response
NCU07495	None	34.11.09	temperature perception and response
NCU04623	gh35-2	01.05	C-compound and carbohydrate metabolism
NCU01250	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU09815	mbp3	10.01.05.01	DNA repair
NCU01179	tom40	20.09.04	mitochondrial transport
NCU01179	tom40	70.16	mitochondrion
NCU03302	crp-72	12.01.01	ribosomal proteins
NCU03302	crp-72	70.03	cytoplasm
NCU16698	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU00410	erf1	12.04.03	translation termination
NCU00410	erf1	70.03	cytoplasm
NCU04412	mrp-24	12.01.01	ribosomal proteins
NCU04412	mrp-24	70.16	mitochondrion
NCU04461	None	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism
NCU06702	yop1	20.09.07	vesicular transport (Golgi network, etc.)
NCU06532	pyr-1	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU06532	pyr-1	70.03	cytoplasm
NCU01592	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU01592	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU00681	None	11.02.03.04	transcriptional control
NCU00681	None	32.01	stress response
NCU00188	apg-1	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU00188	apg-1	30.01	cellular signalling
NCU02438	None	01.05	C-compound and carbohydrate metabolism
NCU02438	None	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU02438	None	70.16	mitochondrion
NCU01564	mic-4	20.03	transport facilities
NCU01564	mic-4	70.16	mitochondrion
NCU01564	mic-4	70.19	peroxisome
NCU16757	rbg-19	11.04.01	rRNA processing
NCU16757	rbg-19	70.10	nucleus
NCU04578	spr-2	14.13	protein/peptide degradation
NCU01010	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU01949	un-16	12.01.01	ribosomal proteins
NCU01949	un-16	12.07	translational control
NCU01949	un-16	70.03	cytoplasm
NCU08490	trm-20	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08332	hex-1	01.03.16	polynucleotide degradation
NCU08332	hex-1	12.04.01	translation initiation
NCU08332	hex-1	16.01	protein binding
NCU08332	hex-1	41.05	animal development
NCU08332	hex-1	43.01.03	fungal and other eukaryotic cell type differentiation
NCU07027	None	01.05	C-compound and carbohydrate metabolism
NCU07027	None	02.19	metabolism of energy reserves (e.g. glycogen, trehalose)
NCU07027	None	70.03	cytoplasm
NCU11415	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU11415	None	30.01.09.11	polyphosphoinositol mediated signal transduction
NCU06762	gt34-1	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU06762	gt34-1	42.08	Golgi
NCU00177	ad-2	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU00177	ad-2	70.03	cytoplasm
NCU09775	gh54-1	01.05	C-compound and carbohydrate metabolism
NCU10314	None	20.01.27	drug/toxin transport
NCU10314	None	32.07.05	detoxification by export
NCU16968	None	20.09.04	mitochondrial transport
NCU16968	None	70.16	mitochondrion
NCU05767	None	16.03.01	DNA binding
NCU05767	None	41.01.03.01	fruit body development (sexually or asexually derived spores)
NCU08418	None	14.13	protein/peptide degradation
NCU08748	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU09239	pcn	10.01.03	DNA synthesis and replication
NCU03973	ala	01.01	amino acid metabolism
NCU03973	ala	01.02	nitrogen, sulfur and selenium metabolism
NCU06483	None	10.03.01	mitotic cell cycle and cell cycle control
NCU06483	None	14.07.05	modification by ubiquitination, deubiquitination
NCU06483	None	16.01	protein binding
NCU03737	None	12.04	translation
NCU03737	None	70.16	mitochondrion
NCU09456	None	01.02	nitrogen, sulfur and selenium metabolism
NCU07264	None	14.07.05	modification by ubiquitination, deubiquitination
NCU06159	None	20.01.23	allantoin and allantoate transport
NCU06159	None	20.03	transport facilities
NCU06159	None	70.02	eukaryotic plasma membrane / membrane attached
NCU09488	None	10.03.01	mitotic cell cycle and cell cycle control
NCU09488	None	42.04.03	actin cytoskeleton
NCU03809	None	11.02.03.04	transcriptional control
NCU03809	None	70.10	nucleus
NCU08399	pks-4	01.20.05.11	metabolism of polyketides
NCU08473	gh71-4	01.05.03	polysaccharide metabolism
NCU08473	gh71-4	01.25.01	extracellular polysaccharide degradation
NCU08473	gh71-4	16.05	polysaccharide binding
NCU08180	None	01.05	C-compound and carbohydrate metabolism
NCU08180	None	20.01.03	C-compound and carbohydrate transport
NCU08180	None	20.03	transport facilities
NCU08180	None	20.09.18	cellular import
NCU08180	None	70.02	eukaryotic plasma membrane / membrane attached
NCU10067	rpn-12	10.03.01	mitotic cell cycle and cell cycle control
NCU10067	rpn-12	14.07.11	protein processing (proteolytic)
NCU10067	rpn-12	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU10067	rpn-12	32.01	stress response
NCU06240	pkac-1	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
