geneid	funcatid	funcattermname	pubmedid	evidencecode
NCU08373	20.09.03	peroxisomal transport	PMID:15486203	IEA
NCU08377	01.03.10	metabolism of cyclic and unusual nucleotides	PMID:15486203	IEA
NCU08377	30.01.09.07	cAMP/cGMP mediated signal transduction	PMID:15486203	IEA
NCU08379	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU08379	20.03	transport facilities	PMID:15486203	IEA
NCU08380	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU08380	32.01.03	osmotic and salt stress response	PMID:15486203	IEA
NCU08382	20.03.25	ABC transporters	PMID:15486203	IEA
NCU08382	20.09.03	peroxisomal transport	PMID:15486203	IEA
NCU08384	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08385	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU08385	18.02.01	enzymatic activity regulation / enzyme regulator	PMID:15486203	IEA
NCU08389	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08389	70.03	cytoplasm	PMID:15486203	IEA
NCU08393	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU08395	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU08395	10.03.04.05	chromosome segregation/division	PMID:15486203	IEA
NCU08399	01.20.05.11	metabolism of polyketides	PMID:15486203	IEA
NCU08402	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08404	01.07	metabolism of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU08410	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08410	70.16	mitochondrion	PMID:15486203	IEA
NCU08411	01.01.06	metabolism of the aspartate family	PMID:15486203	IEA
NCU08411	70.03	cytoplasm	PMID:15486203	IEA
NCU08412	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU08418	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU08421	11.04.01	rRNA processing	PMID:15486203	IEA
NCU08423	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08423	43.01.03.09	development of asco- basidio- or zygospore	PMID:15486203	IEA
NCU08423	70.10	nucleus	PMID:15486203	IEA
NCU08427	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU08427	10.01.05	DNA recombination and DNA repair	PMID:15486203	IEA
NCU08432	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU08435	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU08435	32.05	disease, virulence and defense	PMID:15486203	IEA
NCU08439	20.03.25	ABC transporters	PMID:15486203	IEA
NCU08439	32.05.01	resistance proteins	PMID:15486203	IEA
NCU08457	43.01.03.09	development of asco- basidio- or zygospore	PMID:15486203	IEA
NCU08471	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU08473	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08473	01.25.01	extracellular polysaccharide degradation	PMID:15486203	IEA
NCU08473	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU08473	16.05	polysaccharide binding	PMID:15486203	IEA
NCU08473	32.10.05	degradation / modification of foreign (exogenous) proteins	PMID:15486203	IEA
NCU08477	16.19.05	GTP binding	PMID:15486203	IEA
NCU08477	30.01	cellular signalling	PMID:15486203	IEA
NCU08478	32.05.05.13	antigenic determinants	PMID:15486203	IEA
NCU08484	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU08484	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	PMID:15486203	IEA
NCU08500	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08502	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08502	70.03	cytoplasm	PMID:15486203	IEA
NCU08507	16.01	protein binding	PMID:15486203	IEA
NCU08507	18.02.01	enzymatic activity regulation / enzyme regulator	PMID:15486203	IEA
NCU08507	70.10	nucleus	PMID:15486203	IEA
NCU08512	16.03.01	DNA binding	PMID:15486203	IEA
NCU08512	32.01.05	heat shock response	PMID:15486203	IEA
NCU08514	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU08515	16.19.03	ATP binding	PMID:15486203	IEA
NCU08515	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU08515	20.03.22	transport ATPases	PMID:15486203	IEA
NCU08515	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU08515	34.01.01.03	homeostasis of protons	PMID:15486203	IEA
NCU08515	70.25	vacuole or lysosome	PMID:15486203	IEA
NCU08516	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08518	16.03.03	RNA binding	PMID:15486203	IEA
NCU08526	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU08535	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08549	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08552	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08552	70.03	cytoplasm	PMID:15486203	IEA
NCU08553	11.02.03	mRNA synthesis	PMID:15486203	IEA
NCU08553	70.10	nucleus	PMID:15486203	IEA
NCU08554	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU08563	01.02.07.03	regulation of sulphur metabolism	PMID:15486203	IEA
NCU08563	11.02.03.04.03	transcription repression	PMID:15486203	IEA
NCU08566	10.03.04.09	nuclear migration	PMID:15486203	IEA
NCU08566	70.03	cytoplasm	PMID:15486203	IEA
NCU08568	01.01.09.07.01	biosynthesis of histidine	PMID:15486203	IEA
NCU08568	01.03.01.03	purine nucleotide/nucleoside/nucleobase anabolism	PMID:15486203	IEA
NCU08568	01.04	phosphate metabolism	PMID:15486203	IEA
NCU08595	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08595	16.03.03	RNA binding	PMID:15486203	IEA
NCU08598	10.01.02	DNA topology	PMID:15486203	IEA
NCU08598	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU08604	20.09.01	nuclear transport	PMID:15486203	IEA
NCU08604	42.10.05	nuclear membrane	PMID:15486203	IEA
NCU08604	70.10.05	nuclear membrane	PMID:15486203	IEA
NCU08605	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)	PMID:15486203	IEA
NCU08611	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08615	01.20.35.01	metabolism of phenylpropanoids	PMID:15486203	IEA
NCU08615	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU08616	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU08616	16.03.01	DNA binding	PMID:15486203	IEA
NCU08616	34.11.11	rhythm (e.g. circadian, ultradian)	PMID:15486203	IEA
NCU08616	70.10	nucleus	PMID:15486203	IEA
NCU08620	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08620	70.03	cytoplasm	PMID:15486203	IEA
NCU08624	32.05	disease, virulence and defense	PMID:15486203	IEA
NCU08624	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08625	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08627	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08627	70.03	cytoplasm	PMID:15486203	IEA
NCU08642	14.13.01	cytoplasmic and nuclear protein degradation	PMID:15486203	IEA
NCU08642	41.01	fungal/microorganismic development	PMID:15486203	IEA
NCU08648	01.03.16	polynucleotide degradation	PMID:15486203	IEA
NCU08651	01.03.13	regulation of nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU08651	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU08652	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU08660	11.04.02	tRNA processing	PMID:15486203	IEA
NCU08661	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU08663	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08663	16.01	protein binding	PMID:15486203	IEA
NCU08663	16.03.03	RNA binding	PMID:15486203	IEA
NCU08669	02.16	fermentation	PMID:15486203	IEA
NCU08669	32.05.03	defense related proteins	PMID:15486203	IEA
NCU08671	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08671	70.03	cytoplasm	PMID:15486203	IEA
NCU08685	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU08685	70.03	cytoplasm	PMID:15486203	IEA
NCU08692	12.07	translational control	PMID:15486203	IEA
NCU08692	70.16	mitochondrion	PMID:15486203	IEA
NCU08701	32.05.05.01	toxins	PMID:15486203	IEA
NCU08703	01.04	phosphate metabolism	PMID:15486203	IEA
NCU08705	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU08705	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU08707	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU08707	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)	PMID:15486203	IEA
NCU08707	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU08718	32.05	disease, virulence and defense	PMID:15486203	IEA
NCU08718	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08726	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU08726	41.01.03.01	fruit body development (sexually or asexually derived spores)	PMID:15486203	IEA
NCU08726	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU08726	43.01.03.09	development of asco- basidio- or zygospore	PMID:15486203	IEA
NCU08728	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08728	70.16	mitochondrion	PMID:15486203	IEA
NCU08734	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU08738	20.01.09	peptide transport	PMID:15486203	IEA
NCU08738	20.09.18	cellular import	PMID:15486203	IEA
NCU08738	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08741	30.01	cellular signalling	PMID:15486203	IEA
NCU08742	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU08742	70.10	nucleus	PMID:15486203	IEA
NCU08743	01.04.04	regulation of phosphate metabolism	PMID:15486203	IEA
NCU08743	20.01.01.07.07	phosphate transport	PMID:15486203	IEA
NCU08744	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08747	32.07	detoxification	PMID:15486203	IEA
NCU08749	32.05.01	resistance proteins	PMID:15486203	IEA
NCU08749	32.07	detoxification	PMID:15486203	IEA
NCU08752	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08760	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08762	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08762	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08766	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU08771	01.01.09.04.01	biosynthesis of phenylalanine	PMID:15486203	IEA
NCU08771	01.01.09.04.02	degradation of phenylalanine	PMID:15486203	IEA
NCU08783	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08784	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08785	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08791	32.01	stress response	PMID:15486203	IEA
NCU08791	32.07.07.01	catalase reaction	PMID:15486203	IEA
NCU08803	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU08807	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08807	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08807	16.03.01	DNA binding	PMID:15486203	IEA
NCU08809	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU08809	18.02.01.01	enzyme activator	PMID:15486203	IEA
NCU08811	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU08811	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08811	70.10	nucleus	PMID:15486203	IEA
NCU08823	16.19.05	GTP binding	PMID:15486203	IEA
NCU08823	30.01.05	enzyme mediated signal transduction	PMID:15486203	IEA
NCU08828	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08828	02.25	oxidation of fatty acids	PMID:15486203	IEA
NCU08840	42.10.03	organization of chromosome structure	PMID:15486203	IEA
NCU08840	70.10	nucleus	PMID:15486203	IEA
NCU08841	18.02.01	enzymatic activity regulation / enzyme regulator	PMID:15486203	IEA
NCU08848	01.02.07	regulation of nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU08848	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08850	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU08856	70.19	peroxisome	PMID:15486203	IEA
NCU08861	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08861	70.16	mitochondrion	PMID:15486203	IEA
NCU08875	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08875	16.01	protein binding	PMID:15486203	IEA
NCU08877	01.01.09.01.02	degradation of glycine	PMID:15486203	IEA
NCU08878	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	PMID:15486203	IEA
NCU08878	16.19.05	GTP binding	PMID:15486203	IEA
NCU08880	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU08880	34.11.12	perception of nutrients and nutritional adaptation	PMID:15486203	IEA
NCU08880	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08882	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU08886	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU08887	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU08893	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08894	12.10	aminoacyl-tRNA-synthetases	PMID:15486203	IEA
NCU08895	20.03	transport facilities	PMID:15486203	IEA
NCU08897	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU08897	20.09	transport routes	PMID:15486203	IEA
NCU08898	01.01.06.06.01	biosynthesis of lysine	PMID:15486203	IEA
NCU08900	01.07	metabolism of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU08907	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU08909	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU08909	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU08909	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08920	20.03.25	ABC transporters	PMID:15486203	IEA
NCU08923	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08923	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08923	16.03.01	DNA binding	PMID:15486203	IEA
NCU08923	30.01	cellular signalling	PMID:15486203	IEA
NCU08926	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU08926	43.01.03.09	development of asco- basidio- or zygospore	PMID:15486203	IEA
NCU08927	01.06.05	fatty acid metabolism	PMID:15486203	IEA
NCU08928	11.02.03	mRNA synthesis	PMID:15486203	IEA
NCU08928	11.04.03.01	splicing	PMID:15486203	IEA
NCU08936	10.03.02	meiosis	PMID:15486203	IEA
NCU08936	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU08936	43.01.03.09	development of asco- basidio- or zygospore	PMID:15486203	IEA
NCU08940	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU08940	20.01.15	electron transport	PMID:15486203	IEA
NCU08940	20.03	transport facilities	PMID:15486203	IEA
NCU08940	70.16	mitochondrion	PMID:15486203	IEA
NCU08941	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU08941	20.03	transport facilities	PMID:15486203	IEA
NCU08941	70.16	mitochondrion	PMID:15486203	IEA
NCU08942	10.01.05	DNA recombination and DNA repair	PMID:15486203	IEA
NCU08943	01.06.05	fatty acid metabolism	PMID:15486203	IEA
NCU08944	14.07.04	modification by acetylation, deacetylation	PMID:15486203	IEA
NCU08946	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU08946	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU08947	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU08947	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU08947	20.01.15	electron transport	PMID:15486203	IEA
NCU08947	20.03	transport facilities	PMID:15486203	IEA
NCU08947	70.16	mitochondrion	PMID:15486203	IEA
NCU08948	70.10	nucleus	PMID:15486203	IEA
NCU08951	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU08951	11.04.01	rRNA processing	PMID:15486203	IEA
NCU08952	12.04.01	translation initiation	PMID:15486203	IEA
NCU08956	70.08	Golgi	PMID:15486203	IEA
NCU08960	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08960	12.04.02	translation elongation	PMID:15486203	IEA
NCU08963	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08963	70.03	cytoplasm	PMID:15486203	IEA
NCU08964	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08964	70.03	cytoplasm	PMID:15486203	IEA
NCU08973	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU08973	20.09.07.03	ER to Golgi transport	PMID:15486203	IEA
NCU08973	70.08	Golgi	PMID:15486203	IEA
NCU08977	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08980	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU08980	70.16	mitochondrion	PMID:15486203	IEA
NCU08983	11.04.03.05	3'-end processing	PMID:15486203	IEA
NCU08985	10.03	cell cycle	PMID:15486203	IEA
NCU08989	14.07	protein modification	PMID:15486203	IEA
NCU08989	16.19.05	GTP binding	PMID:15486203	IEA
NCU08989	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU08989	42.25	vacuole or lysosome	PMID:15486203	IEA
NCU08990	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08990	70.03	cytoplasm	PMID:15486203	IEA
NCU08997	01.04	phosphate metabolism	PMID:15486203	IEA
NCU08997	70.25	vacuole or lysosome	PMID:15486203	IEA
NCU08998	01.01	amino acid metabolism	PMID:15486203	IEA
NCU09001	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU09001	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU09002	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU09002	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU09002	20.01.15	electron transport	PMID:15486203	IEA
NCU09004	12.04.01	translation initiation	PMID:15486203	IEA
NCU09006	14.07.05	modification by ubiquitination, deubiquitination	PMID:15486203	IEA
NCU09006	14.13.01	cytoplasmic and nuclear protein degradation	PMID:15486203	IEA
NCU09012	16.19.03	ATP binding	PMID:15486203	IEA
NCU09012	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU09012	20.03.25	ABC transporters	PMID:15486203	IEA
NCU09012	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU09012	32.07.05	detoxification by export	PMID:15486203	IEA
NCU09012	70.25	vacuole or lysosome	PMID:15486203	IEA
NCU09020	20.01.03.03	C4-dicarboxylate transport (e.g. malate, succinate, fumarate)	PMID:15486203	IEA
NCU09020	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU09023	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU09023	32.07.09	detoxification by degradation	PMID:15486203	IEA
NCU09024	01.01.09.01.01	biosynthesis of glycine	PMID:15486203	IEA
NCU09024	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU09025	12	PROTEIN SYNTHESIS	PMID:15486203	IEA
NCU09025	42.16	mitochondrion	PMID:15486203	IEA
NCU09026	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU09026	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU09027	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU09035	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU09037	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU09039	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU09040	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU09040	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU09041	01.05.02.04	sugar, glucoside, polyol and carboxylate anabolism	PMID:15486203	IEA
NCU09041	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU09042	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU09043	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU09043	16.17.01	calcium binding	PMID:15486203	IEA
NCU09048	11.04.03.01	splicing	PMID:15486203	IEA
NCU09050	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU09058	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU09058	16.03.03	RNA binding	PMID:15486203	IEA
NCU09063	10.03.04.03	chromosome condensation	PMID:15486203	IEA
NCU09063	42.10.03	organization of chromosome structure	PMID:15486203	IEA
NCU09065	16.03.01	DNA binding	PMID:15486203	IEA
